거래ID,거래처코드,거래처명,신용점수,국가리스크등급,거래금액_USD,결제조건일수,과거연체횟수,누적거래횟수,업력_년,담보여부,수출보험여부,연체여부
TX007625,P045,Meridian Materials,676,4,63100.0,30,1,51,10.6,1,0,0
TX007626,P003,Delta Materials,844,1,275800.0,60,1,41,21.0,0,0,0
TX007627,P059,Falcon Materials,679,2,138000.0,0,2,21,9.6,1,0,0
TX007628,P012,Prime Power,618,2,41400.0,30,0,60,4.4,0,0,0
TX007629,P117,Falcon Energy,691,2,51000.0,60,1,50,7.7,0,0,0
TX007630,P073,Vega Metals,718,2,288000.0,0,1,23,11.4,0,0,0
TX007631,P062,Aurora Industries,664,3,77500.0,30,2,33,8.1,0,1,0
TX007632,P120,Orient Chemicals,638,2,70000.0,0,1,50,13.1,0,1,0
TX007633,P097,Marina Chemicals,810,2,380300.0,60,1,35,19.3,0,1,0
TX007634,P016,Aurora Energy,830,1,313200.0,0,1,45,26.6,0,0,0
TX007635,P036,Prime Trading,741,1,296900.0,30,0,40,23.4,0,0,0
TX007636,P028,Pacific Global,629,2,74700.0,60,2,51,13.8,0,1,0
TX007637,P032,Cobalt Logistics,705,3,89500.0,90,0,23,5.2,1,0,0
TX007638,P046,Vega Agro,639,4,83300.0,30,0,56,9.5,0,0,1
TX007639,P008,Vega Logistics,725,2,212400.0,30,0,19,9.5,0,0,0
TX007640,P118,Pacific Chemicals,784,1,317500.0,30,0,44,26.8,0,0,0
TX007641,P040,Union Power,732,3,139900.0,30,1,15,4.2,1,0,0
TX007642,P072,Meridian Logistics,651,3,34700.0,30,0,51,8.2,0,0,0
TX007643,P098,Marina Agro,649,3,29000.0,30,1,57,16.7,0,1,0
TX007644,P111,Prime Global,747,2,139200.0,60,0,21,4.2,1,1,0
TX007645,P118,Pacific Chemicals,778,1,165100.0,30,1,44,26.9,0,1,0
TX007646,P048,Orient Metals,632,2,29800.0,0,1,45,12.6,0,1,0
TX007647,P116,Aurora Materials,638,3,32800.0,60,2,55,9.7,1,0,0
TX007648,P118,Pacific Chemicals,790,1,241700.0,30,0,44,27.1,0,1,0
TX007649,P105,Prime Logistics,499,4,83800.0,30,4,12,3.0,1,0,0
TX007650,P064,Zenith Chemicals,657,4,24600.0,30,1,44,6.5,1,1,0
TX007651,P116,Aurora Materials,667,3,27800.0,60,2,55,10.6,0,0,0
TX007652,P040,Union Power,716,3,139300.0,60,1,15,3.0,0,1,0
TX007653,P095,Meridian Trading,804,2,338900.0,30,0,44,21.4,1,0,0
TX007654,P067,Vega Materials,788,2,643600.0,30,0,51,22.4,0,1,0
TX007655,P109,Delta Trading,850,1,229600.0,60,0,40,23.5,0,1,0
TX007656,P070,Crest Metals,837,1,518800.0,30,0,45,24.1,0,0,0
TX007657,P067,Vega Materials,777,2,366100.0,60,0,51,22.1,1,0,0
TX007658,P103,Golden Materials,666,2,128100.0,90,0,8,8.7,1,1,0
TX007659,P118,Pacific Chemicals,772,1,193600.0,60,0,44,26.6,0,1,0
TX007660,P094,Union Chemicals,750,1,1129300.0,60,0,48,16.1,1,0,0
TX007661,P117,Falcon Energy,668,2,36500.0,30,1,50,7.8,0,1,0
TX007662,P032,Cobalt Logistics,707,3,131100.0,30,0,23,4.0,0,0,1
TX007663,P108,Orient Power,693,3,34700.0,30,0,41,11.3,0,1,0
TX007664,P115,Vega Trading,699,2,110600.0,60,0,20,8.0,0,0,0
TX007665,P076,Nordic Materials,598,3,79700.0,30,0,58,11.6,0,0,0
TX007666,P031,Vega Power,773,2,501500.0,30,0,38,17.5,0,0,0
TX007667,P048,Orient Metals,628,2,33000.0,60,2,45,12.9,0,1,0
TX007668,P107,Prime Metals,794,2,177100.0,30,0,47,23.1,1,0,0
TX007669,P097,Marina Chemicals,810,2,273000.0,30,1,35,18.7,0,1,0
TX007670,P020,Corona Materials,675,3,88600.0,0,0,40,16.1,0,1,0
TX007671,P048,Orient Metals,634,2,58800.0,90,1,45,11.8,1,0,0
TX007672,P094,Union Chemicals,782,1,514700.0,60,0,48,17.1,0,1,0
TX007673,P094,Union Chemicals,787,1,817400.0,90,0,48,16.9,0,1,0
TX007674,P003,Delta Materials,843,1,712500.0,60,2,41,20.4,1,0,0
TX007675,P084,Meridian Metals,748,1,427600.0,90,0,45,22.9,0,1,0
TX007676,P110,Meridian Energy,809,1,358100.0,0,0,50,23.1,0,1,0
TX007677,P026,Summit Materials,722,3,109500.0,30,0,31,8.2,0,1,0
TX007678,P012,Prime Power,640,2,29400.0,60,0,60,4.1,1,0,0
TX007679,P120,Orient Chemicals,631,2,59800.0,0,0,50,13.4,0,0,0
TX007680,P031,Vega Power,789,2,425800.0,30,0,38,17.2,0,0,0
TX007681,P114,Corona Logistics,745,1,575900.0,30,1,52,18.7,1,0,0
TX007682,P074,Aurora Logistics,481,5,117100.0,30,3,7,7.2,0,1,1
TX007683,P016,Aurora Energy,821,1,159600.0,0,0,45,25.9,0,1,0
TX007684,P108,Orient Power,705,3,30300.0,0,2,41,12.8,0,1,0
TX007685,P031,Vega Power,774,2,207000.0,0,0,38,17.9,0,0,0
TX007686,P051,Union Energy,698,3,27700.0,30,0,51,10.7,0,0,0
TX007687,P096,Prime Materials,797,2,530400.0,60,0,50,23.5,0,1,0
TX007688,P034,Union Trading,762,2,498300.0,30,0,54,18.9,0,0,0
TX007689,P015,Crest Materials,770,1,196900.0,30,0,34,24.0,1,1,0
TX007690,P033,Delta Industries,686,2,97700.0,0,0,24,6.0,0,0,0
TX007691,P015,Crest Materials,774,1,443400.0,30,0,34,24.0,0,1,0
TX007692,P087,Corona Metals,689,2,111900.0,60,2,19,12.9,1,0,0
TX007693,P090,Falcon Agro,807,2,365300.0,60,0,36,20.2,0,1,0
TX007694,P116,Aurora Materials,653,3,39900.0,90,2,55,9.7,0,0,1
TX007695,P093,Union Global,847,2,664100.0,30,1,52,20.3,0,1,0
TX007696,P069,Sierra Global,662,2,134300.0,30,1,31,3.3,0,0,0
TX007697,P096,Prime Materials,779,2,577500.0,30,0,50,22.8,1,1,0
TX007698,P097,Marina Chemicals,810,2,268900.0,60,2,35,19.1,0,0,0
TX007699,P114,Corona Logistics,748,1,204500.0,90,0,52,19.1,0,1,0
TX007700,P011,Corona Industries,684,3,164600.0,30,1,20,10.9,0,0,0
TX007701,P082,Union Materials,638,3,87100.0,90,1,14,11.7,0,1,1
TX007702,P084,Meridian Metals,743,1,167000.0,0,0,45,23.7,1,0,0
TX007703,P114,Corona Logistics,755,1,333200.0,0,0,52,19.3,1,1,0
TX007704,P070,Crest Metals,840,1,606000.0,90,0,45,23.7,1,1,0
TX007705,P054,Golden Global,658,3,29100.0,30,1,58,16.2,0,1,0
TX007706,P067,Vega Materials,796,2,570700.0,0,0,51,21.6,1,1,0
TX007707,P097,Marina Chemicals,808,2,242400.0,60,1,35,19.4,0,1,0
TX007708,P095,Meridian Trading,789,2,169900.0,60,2,44,21.1,0,0,0
TX007709,P040,Union Power,724,3,141500.0,30,1,15,3.5,0,1,0
TX007710,P044,Summit Agro,709,2,159200.0,90,0,23,7.9,0,0,0
TX007711,P091,Nordic Trading,836,2,184400.0,60,0,45,20.4,0,0,0
TX007712,P041,Falcon Industries,622,3,52400.0,30,1,63,7.5,0,1,0
TX007713,P065,Crest Global,684,2,117800.0,30,1,15,13.9,0,0,0
TX007714,P010,Delta Chemicals,682,3,56200.0,30,1,51,10.7,1,0,0
TX007715,P023,Sierra Trading,469,4,156200.0,60,2,19,4.3,1,0,1
TX007716,P084,Meridian Metals,781,1,382500.0,60,2,45,23.1,0,0,0
TX007717,P104,Summit Energy,839,2,303600.0,60,1,41,22.2,0,0,0
TX007718,P066,Orient Energy,625,3,28700.0,0,2,54,5.3,1,0,0
TX007719,P119,Meridian Chemicals,654,1,118400.0,90,1,25,11.0,0,0,0
TX007720,P009,Falcon Global,619,3,22200.0,0,2,51,8.9,0,1,0
TX007721,P085,Pacific Agro,681,3,39500.0,30,1,55,16.0,1,0,0
TX007722,P113,Meridian Agro,612,3,78400.0,30,2,52,8.1,0,1,0
TX007723,P016,Aurora Energy,818,1,379000.0,30,0,45,27.2,0,1,0
TX007724,P055,Delta Energy,696,3,49700.0,60,3,53,10.5,1,1,1
TX007725,P108,Orient Power,669,3,30400.0,0,2,41,11.5,0,0,0
TX007726,P068,Cobalt Trading,685,4,343000.0,90,0,21,0.5,1,0,1
TX007727,P063,Prime Agro,491,4,121400.0,0,2,13,0.8,0,0,1
TX007728,P018,Marina Global,645,3,33100.0,60,1,58,15.1,1,1,0
TX007729,P118,Pacific Chemicals,766,1,281100.0,60,0,44,26.0,0,1,0
TX007730,P011,Corona Industries,717,3,168500.0,60,0,20,10.2,0,1,0
TX007731,P118,Pacific Chemicals,780,1,232900.0,0,0,44,26.4,0,1,0
TX007732,P073,Vega Metals,727,2,342500.0,60,1,23,10.7,0,0,0
TX007733,P035,Sierra Materials,638,3,31900.0,60,1,66,9.5,0,1,1
TX007734,P118,Pacific Chemicals,782,1,240300.0,90,1,44,26.4,0,1,0
TX007735,P080,Harbor Global,503,4,85100.0,60,3,20,4.5,0,1,1
TX007736,P110,Meridian Energy,811,1,256900.0,30,0,50,22.8,0,0,0
TX007737,P096,Prime Materials,770,2,502700.0,90,0,50,24.0,0,0,0
TX007738,P047,Pacific Metals,657,3,152900.0,30,1,11,7.5,0,0,0
TX007739,P091,Nordic Trading,844,2,363500.0,90,0,45,20.1,0,0,0
TX007740,P088,Falcon Trading,618,3,40900.0,0,1,43,12.0,1,1,0
TX007741,P088,Falcon Trading,598,3,33800.0,30,1,43,12.8,0,0,1
TX007742,P109,Delta Trading,842,1,287500.0,0,0,40,23.9,0,1,0
TX007743,P072,Meridian Logistics,643,3,34100.0,0,1,51,8.1,0,1,0
TX007744,P084,Meridian Metals,769,1,351400.0,30,2,45,22.5,1,1,0
TX007745,P031,Vega Power,779,2,349800.0,60,0,38,17.2,0,0,0
TX007746,P015,Crest Materials,767,1,510900.0,0,0,34,23.8,0,1,0
TX007747,P084,Meridian Metals,740,1,286800.0,90,1,45,23.0,0,0,0
TX007748,P092,Falcon Metals,672,2,66200.0,60,2,47,14.9,1,1,0
TX007749,P064,Zenith Chemicals,674,4,42400.0,60,1,44,7.5,1,0,0
TX007750,P078,Pacific Materials,821,1,274500.0,60,1,37,23.5,0,1,0
TX007751,P062,Aurora Industries,681,3,112900.0,60,1,33,8.4,0,0,0
TX007752,P012,Prime Power,624,2,31300.0,60,0,60,4.0,0,1,0
TX007753,P067,Vega Materials,765,2,505800.0,0,0,51,21.4,0,0,0
TX007754,P111,Prime Global,716,2,118300.0,0,0,21,4.7,0,0,0
TX007755,P051,Union Energy,679,3,43200.0,60,0,51,11.2,0,1,1
TX007756,P097,Marina Chemicals,786,2,321300.0,90,1,35,18.9,1,1,0
TX007757,P097,Marina Chemicals,800,2,475600.0,90,1,35,19.7,0,1,0
TX007758,P035,Sierra Materials,650,3,32200.0,30,2,66,9.5,1,0,0
TX007759,P013,Orient Logistics,760,2,181200.0,30,1,37,18.4,0,1,0
TX007760,P070,Crest Metals,820,1,501200.0,90,0,45,23.5,0,1,0
TX007761,P014,Orient Global,810,1,460900.0,90,1,44,18.9,0,1,0
TX007762,P023,Sierra Trading,476,4,112900.0,90,2,19,4.9,0,0,1
TX007763,P077,Corona Energy,820,2,453900.0,60,2,37,18.5,0,0,0
TX007764,P037,Nordic Global,659,3,38700.0,90,2,45,14.1,0,0,1
TX007765,P036,Prime Trading,764,1,189400.0,90,1,40,22.7,0,0,0
TX007766,P056,Union Agro,715,2,206300.0,60,1,22,7.9,0,0,0
TX007767,P116,Aurora Materials,640,3,42200.0,30,2,55,10.0,0,1,0
TX007768,P027,Summit Power,698,3,102400.0,60,0,21,4.2,0,1,0
TX007769,P012,Prime Power,618,2,29400.0,90,0,60,4.4,1,0,0
TX007770,P043,Atlas Chemicals,813,2,448100.0,60,0,46,22.1,1,0,0
TX007771,P037,Nordic Global,667,3,45800.0,60,1,45,12.8,0,0,0
TX007772,P046,Vega Agro,614,4,68100.0,30,1,56,11.0,1,1,0
TX007773,P013,Orient Logistics,743,2,268500.0,60,2,37,18.4,0,0,0
TX007774,P008,Vega Logistics,708,2,188100.0,60,0,19,9.1,1,1,0
TX007775,P026,Summit Materials,754,3,155700.0,60,0,31,8.6,0,1,0
TX007776,P012,Prime Power,615,2,42200.0,0,0,60,4.5,0,1,0
TX007777,P093,Union Global,831,2,389000.0,30,1,52,19.3,0,0,0
TX007778,P094,Union Chemicals,789,1,881400.0,0,0,48,16.5,0,0,0
TX007779,P120,Orient Chemicals,638,2,58800.0,0,0,50,13.0,0,0,0
TX007780,P109,Delta Trading,834,1,223500.0,90,0,40,22.9,1,1,0
TX007781,P088,Falcon Trading,628,3,44000.0,30,1,43,13.0,0,1,0
TX007782,P108,Orient Power,700,3,31100.0,90,1,41,11.8,0,0,0
TX007783,P004,Al-Rashid Trading,478,5,136800.0,30,2,6,6.3,0,1,1
TX007784,P055,Delta Energy,687,3,27100.0,60,2,53,11.6,0,0,0
TX007785,P059,Falcon Materials,695,2,176000.0,90,2,21,8.8,0,1,0
TX007786,P007,Cairo Grid Co,536,4,120600.0,30,3,19,2.0,0,1,1
TX007787,P011,Corona Industries,656,3,163500.0,0,0,20,11.0,1,0,0
TX007788,P025,Crest Industries,712,2,206000.0,30,0,14,7.0,0,0,0
TX007789,P091,Nordic Trading,834,2,462500.0,30,0,45,19.6,0,1,0
TX007790,P119,Meridian Chemicals,636,1,91400.0,30,1,25,11.5,0,1,0
TX007791,P031,Vega Power,765,2,372000.0,0,0,38,16.8,0,0,0
TX007792,P026,Summit Materials,707,3,89900.0,0,0,31,8.5,1,0,0
TX007793,P112,Orient Materials,838,1,262900.0,60,0,45,23.6,1,1,0
TX007794,P064,Zenith Chemicals,673,4,42300.0,0,1,44,7.8,1,0,0
TX007795,P036,Prime Trading,765,1,355300.0,30,0,40,23.8,0,1,0
TX007796,P023,Sierra Trading,477,4,147600.0,30,3,19,4.0,0,1,1
TX007797,P008,Vega Logistics,724,2,387900.0,30,0,19,9.7,1,1,0
TX007798,P109,Delta Trading,804,1,513200.0,60,0,40,23.7,1,0,0
TX007799,P114,Corona Logistics,756,1,299500.0,0,0,52,19.7,0,1,0
TX007800,P110,Meridian Energy,817,1,279000.0,60,1,50,22.9,0,1,0
TX007801,P039,Nordic Chemicals,481,4,88400.0,60,3,12,7.8,1,0,1
TX007802,P039,Nordic Chemicals,483,4,173100.0,30,4,12,7.2,1,1,1
TX007803,P002,Corona Agro,701,3,206700.0,90,2,25,3.5,0,1,0
TX007804,P032,Cobalt Logistics,723,3,257400.0,90,0,23,4.5,0,1,0
TX007805,P072,Meridian Logistics,635,3,34500.0,60,0,51,9.0,0,1,1
TX007806,P048,Orient Metals,634,2,36400.0,90,2,45,13.1,0,0,0
TX007807,P045,Meridian Materials,659,4,57100.0,30,1,51,10.9,0,0,1
TX007808,P051,Union Energy,681,3,42600.0,90,0,51,10.8,0,1,0
TX007809,P002,Corona Agro,680,3,185400.0,30,1,25,4.2,1,0,0
TX007810,P026,Summit Materials,748,3,104000.0,30,2,31,9.2,1,1,0
TX007811,P114,Corona Logistics,752,1,360300.0,30,0,52,18.7,0,0,0
TX007812,P108,Orient Power,683,3,37400.0,30,0,41,11.7,1,1,0
TX007813,P076,Nordic Materials,634,3,71200.0,60,0,58,11.8,0,1,0
TX007814,P027,Summit Power,718,3,73900.0,90,0,21,3.2,0,0,0
TX007815,P085,Pacific Agro,683,3,29400.0,0,2,55,15.9,1,0,0
TX007816,P022,Sierra Metals,840,2,155200.0,30,2,46,21.5,1,1,0
TX007817,P020,Corona Materials,696,3,72600.0,60,0,40,14.5,0,0,0
TX007818,P024,Zenith Energy,706,3,101000.0,30,0,16,8.0,0,1,0
TX007819,P115,Vega Trading,715,2,135700.0,60,0,20,8.3,1,1,0
TX007820,P112,Orient Materials,809,1,300300.0,60,1,45,23.7,1,1,0
TX007821,P089,Golden Power,820,1,190100.0,90,0,45,24.6,0,0,0
TX007822,P031,Vega Power,768,2,408000.0,60,2,38,16.6,1,0,0
TX007823,P116,Aurora Materials,658,3,58000.0,90,2,55,10.0,0,0,1
TX007824,P051,Union Energy,706,3,70600.0,30,0,51,10.6,1,0,0
TX007825,P095,Meridian Trading,820,2,260600.0,60,0,44,21.2,1,1,0
TX007826,P114,Corona Logistics,737,1,320800.0,90,1,52,19.0,0,1,0
TX007827,P118,Pacific Chemicals,786,1,229100.0,30,0,44,27.4,0,1,0
TX007828,P072,Meridian Logistics,638,3,18400.0,60,0,51,8.9,0,0,0
TX007829,P097,Marina Chemicals,812,2,288900.0,0,1,35,19.2,0,0,0
TX007830,P097,Marina Chemicals,832,2,524400.0,30,1,35,18.9,0,1,0
TX007831,P114,Corona Logistics,756,1,226900.0,90,0,52,18.5,0,1,0
TX007832,P006,Harbor Agro,707,3,175300.0,30,0,28,4.5,1,0,0
TX007833,P061,Harbor Metals,659,2,71800.0,30,2,58,14.9,0,0,1
TX007834,P054,Golden Global,641,3,39300.0,60,2,58,15.5,0,1,0
TX007835,P031,Vega Power,736,2,390200.0,30,1,38,16.4,0,1,0
TX007836,P061,Harbor Metals,661,2,57600.0,30,1,58,15.6,0,1,0
TX007837,P091,Nordic Trading,875,2,414900.0,60,0,45,20.4,0,0,0
TX007838,P007,Cairo Grid Co,527,4,142100.0,0,4,19,1.5,0,0,1
TX007839,P075,Marina Industries,611,3,29300.0,60,1,49,12.1,0,0,0
TX007840,P082,Union Materials,665,3,116600.0,60,1,14,11.4,0,0,1
TX007841,P095,Meridian Trading,813,2,189600.0,30,0,44,21.3,1,0,0
TX007842,P068,Cobalt Trading,692,4,176100.0,90,2,21,1.0,0,0,0
TX007843,P028,Pacific Global,637,2,55300.0,30,2,51,14.8,0,0,0
TX007844,P075,Marina Industries,576,3,25500.0,30,1,49,12.0,0,0,0
TX007845,P033,Delta Industries,695,2,131700.0,90,0,24,6.3,1,0,0
TX007846,P089,Golden Power,801,1,424800.0,60,0,45,24.8,0,1,0
TX007847,P075,Marina Industries,616,3,51100.0,30,1,49,11.2,1,0,0
TX007848,P070,Crest Metals,817,1,1159000.0,60,0,45,23.0,1,0,0
TX007849,P051,Union Energy,668,3,79200.0,90,2,51,11.5,1,1,0
TX007850,P075,Marina Industries,630,3,35200.0,60,1,49,12.1,0,1,0
TX007851,P045,Meridian Materials,690,4,62100.0,60,2,51,10.8,0,0,1
TX007852,P116,Aurora Materials,663,3,33500.0,0,2,55,10.2,1,0,1
TX007853,P114,Corona Logistics,741,1,258400.0,30,0,52,18.9,0,0,0
TX007854,P120,Orient Chemicals,636,2,101700.0,30,0,50,13.2,0,1,0
TX007855,P038,Marina Logistics,536,5,84800.0,0,1,14,3.7,1,1,1
TX007856,P036,Prime Trading,761,1,273200.0,30,0,40,23.2,0,0,0
TX007857,P068,Cobalt Trading,722,4,172100.0,90,0,21,0.6,0,1,1
TX007858,P072,Meridian Logistics,635,3,27900.0,90,0,51,9.2,1,1,0
TX007859,P071,Golden Metals,809,1,306000.0,60,1,47,27.3,0,1,0
TX007860,P107,Prime Metals,799,2,164200.0,30,0,47,24.2,1,0,0
TX007861,P054,Golden Global,635,3,32200.0,30,1,58,16.8,0,1,0
TX007862,P108,Orient Power,653,3,19600.0,60,1,41,12.1,0,0,0
TX007863,P098,Marina Agro,637,3,22700.0,0,1,57,18.0,1,0,0
TX007864,P116,Aurora Materials,646,3,29000.0,60,2,55,9.8,1,1,1
TX007865,P056,Union Agro,741,2,89100.0,0,0,22,8.2,1,1,0
TX007866,P070,Crest Metals,837,1,426400.0,30,0,45,23.3,0,1,0
TX007867,P035,Sierra Materials,680,3,48000.0,0,3,66,9.6,0,1,0
TX007868,P036,Prime Trading,765,1,188700.0,60,0,40,22.9,0,0,0
TX007869,P006,Harbor Agro,694,3,152600.0,0,0,28,4.6,0,0,0
TX007870,P078,Pacific Materials,824,1,420600.0,30,0,37,23.3,0,1,0
TX007871,P035,Sierra Materials,673,3,47000.0,30,1,66,9.1,1,0,0
TX007872,P031,Vega Power,793,2,320800.0,30,0,38,17.2,0,0,0
TX007873,P012,Prime Power,646,2,55800.0,30,0,60,5.0,0,1,0
TX007874,P097,Marina Chemicals,802,2,260300.0,30,1,35,19.2,1,0,0
TX007875,P048,Orient Metals,607,2,36700.0,60,2,45,12.1,0,0,0
TX007876,P108,Orient Power,707,3,36700.0,0,1,41,12.2,1,0,0
TX007877,P022,Sierra Metals,856,2,259900.0,60,1,46,20.8,0,1,0
TX007878,P114,Corona Logistics,744,1,534400.0,60,0,52,19.3,0,0,0
TX007879,P014,Orient Global,828,1,464500.0,0,0,44,18.0,1,1,0
TX007880,P073,Vega Metals,708,2,265200.0,30,1,23,10.3,0,0,0
TX007881,P090,Falcon Agro,819,2,499500.0,90,0,36,20.9,0,0,0
TX007882,P120,Orient Chemicals,634,2,71900.0,60,0,50,12.7,0,1,0
TX007883,P007,Cairo Grid Co,526,4,76400.0,30,3,19,2.0,1,0,0
TX007884,P073,Vega Metals,690,2,185900.0,60,2,23,10.2,0,0,0
TX007885,P094,Union Chemicals,756,1,599200.0,0,0,48,16.2,1,0,0
TX007886,P097,Marina Chemicals,811,2,379800.0,0,1,35,19.7,1,0,0
TX007887,P037,Nordic Global,686,3,59600.0,90,3,45,13.6,0,0,1
TX007888,P068,Cobalt Trading,669,4,207000.0,30,0,21,1.0,1,1,0
TX007889,P091,Nordic Trading,833,2,282400.0,30,0,45,18.9,0,1,0
TX007890,P014,Orient Global,812,1,347400.0,60,0,44,17.8,0,0,0
TX007891,P046,Vega Agro,621,4,53400.0,30,0,56,10.0,1,0,0
TX007892,P071,Golden Metals,790,1,475400.0,30,1,47,27.3,1,0,0
TX007893,P079,Golden Agro,648,2,36900.0,30,0,54,13.4,0,1,0
TX007894,P106,Prime Industries,723,2,146300.0,60,2,20,8.3,0,0,0
TX007895,P048,Orient Metals,607,2,96700.0,90,1,45,12.1,0,1,1
TX007896,P091,Nordic Trading,843,2,210900.0,0,0,45,19.6,0,1,0
TX007897,P043,Atlas Chemicals,814,2,802700.0,90,0,46,21.3,1,1,0
TX007898,P047,Pacific Metals,663,3,144300.0,60,1,11,6.5,0,1,0
TX007899,P009,Falcon Global,626,3,36100.0,0,1,51,8.7,0,1,0
TX007900,P079,Golden Agro,650,2,31600.0,30,0,54,13.1,0,0,0
TX007901,P013,Orient Logistics,746,2,111500.0,30,0,37,19.1,0,1,0
TX007902,P076,Nordic Materials,622,3,68900.0,90,0,58,11.6,0,0,0
TX007903,P065,Crest Global,684,2,84800.0,30,0,15,13.7,1,1,0
TX007904,P027,Summit Power,712,3,62700.0,60,0,21,3.0,0,0,0
TX007905,P066,Orient Energy,627,3,46600.0,30,2,54,5.6,0,0,1
TX007906,P037,Nordic Global,663,3,43000.0,0,2,45,13.4,0,0,0
TX007907,P022,Sierra Metals,841,2,281400.0,60,1,46,21.6,0,0,0
TX007908,P094,Union Chemicals,799,1,865600.0,30,0,48,17.1,0,1,0
TX007909,P077,Corona Energy,806,2,169200.0,30,1,37,19.6,1,1,0
TX007910,P071,Golden Metals,766,1,281900.0,60,0,47,27.3,0,1,0
TX007911,P028,Pacific Global,636,2,75000.0,30,1,51,14.3,1,0,0
TX007912,P076,Nordic Materials,640,3,81300.0,60,0,58,12.8,0,0,1
TX007913,P108,Orient Power,710,3,42000.0,0,1,41,12.4,0,1,0
TX007914,P006,Harbor Agro,703,3,170500.0,30,1,28,3.9,0,0,1
TX007915,P055,Delta Energy,677,3,27800.0,30,2,53,10.9,0,1,0
TX007916,P005,Zenith Trading,623,3,28700.0,0,1,56,18.0,0,1,0
TX007917,P014,Orient Global,799,1,382700.0,30,1,44,18.0,0,0,0
TX007918,P092,Falcon Metals,680,2,48700.0,30,2,47,16.6,0,1,0
TX007919,P005,Zenith Trading,627,3,41800.0,90,1,56,18.1,0,1,0
TX007920,P105,Prime Logistics,506,4,54800.0,30,4,12,3.2,0,0,1
TX007921,P079,Golden Agro,674,2,42600.0,60,1,54,13.4,0,1,0
TX007922,P020,Corona Materials,675,3,67700.0,0,0,40,15.0,1,1,0
TX007923,P096,Prime Materials,798,2,562200.0,60,0,50,24.1,0,0,0
TX007924,P078,Pacific Materials,805,1,523700.0,0,1,37,23.2,0,1,0
TX007925,P031,Vega Power,788,2,299000.0,30,0,38,17.3,0,0,0
TX007926,P045,Meridian Materials,688,4,52800.0,60,1,51,10.4,0,1,0
TX007927,P064,Zenith Chemicals,647,4,32700.0,30,1,44,7.6,0,0,1
TX007928,P056,Union Agro,728,2,170800.0,60,1,22,8.9,0,0,0
TX007929,P015,Crest Materials,767,1,234600.0,0,0,34,24.0,1,0,0
TX007930,P032,Cobalt Logistics,708,3,141200.0,60,0,23,5.3,0,0,0
TX007931,P041,Falcon Industries,640,3,66800.0,60,1,63,7.0,0,0,0
TX007932,P077,Corona Energy,798,2,509100.0,60,0,37,18.7,0,1,0
TX007933,P022,Sierra Metals,849,2,260000.0,90,1,46,21.2,0,1,0
TX007934,P010,Delta Chemicals,679,3,69600.0,60,0,51,10.5,0,0,0
TX007935,P020,Corona Materials,659,3,51800.0,60,1,40,15.6,0,0,0
TX007936,P026,Summit Materials,724,3,185100.0,0,0,31,8.9,0,1,0
TX007937,P012,Prime Power,638,2,48700.0,0,0,60,4.5,0,1,0
TX007938,P114,Corona Logistics,763,1,519400.0,30,0,52,18.3,0,1,0
TX007939,P064,Zenith Chemicals,666,4,55600.0,60,1,44,7.4,0,1,0
TX007940,P119,Meridian Chemicals,653,1,124900.0,30,1,25,12.1,1,0,0
TX007941,P079,Golden Agro,650,2,35900.0,90,0,54,13.6,0,0,0
TX007942,P043,Atlas Chemicals,790,2,521800.0,60,0,46,22.5,0,1,0
TX007943,P094,Union Chemicals,802,1,875800.0,0,0,48,16.6,1,0,0
TX007944,P096,Prime Materials,777,2,583100.0,30,0,50,23.6,1,1,0
TX007945,P054,Golden Global,664,3,39800.0,90,2,58,16.6,0,1,1
TX007946,P091,Nordic Trading,864,2,331800.0,0,0,45,20.1,1,0,0
TX007947,P084,Meridian Metals,751,1,293000.0,60,0,45,22.8,0,0,0
TX007948,P112,Orient Materials,812,1,231500.0,60,0,45,23.5,1,0,0
TX007949,P112,Orient Materials,795,1,474700.0,90,0,45,24.1,0,0,0
TX007950,P115,Vega Trading,705,2,110000.0,60,0,20,7.6,0,0,0
TX007951,P041,Falcon Industries,622,3,48600.0,30,2,63,6.9,1,1,0
TX007952,P104,Summit Energy,824,2,1075300.0,0,1,41,22.3,1,1,0
TX007953,P008,Vega Logistics,724,2,165600.0,60,0,19,9.9,0,1,0
TX007954,P113,Meridian Agro,609,3,88900.0,30,1,52,8.2,1,0,0
TX007955,P107,Prime Metals,800,2,259900.0,30,0,47,22.7,0,0,0
TX007956,P032,Cobalt Logistics,706,3,103600.0,0,0,23,4.6,0,0,0
TX007957,P071,Golden Metals,787,1,312200.0,60,0,47,27.7,0,1,0
TX007958,P021,Harbor Power,684,3,105500.0,0,0,15,13.7,1,0,0
TX007959,P005,Zenith Trading,624,3,22500.0,30,2,56,17.6,0,0,0
TX007960,P119,Meridian Chemicals,659,1,95300.0,30,2,25,11.6,0,1,0
TX007961,P091,Nordic Trading,850,2,296100.0,0,0,45,19.8,1,1,0
TX007962,P078,Pacific Materials,841,1,322300.0,60,1,37,23.0,1,0,0
TX007963,P090,Falcon Agro,830,2,400800.0,30,1,36,21.5,0,0,0
TX007964,P028,Pacific Global,624,2,72100.0,90,1,51,14.9,1,1,0
TX007965,P091,Nordic Trading,842,2,296700.0,60,0,45,19.8,1,0,0
TX007966,P095,Meridian Trading,787,2,229700.0,0,1,44,21.9,1,0,0
